52,53,1,4200
48,51,1,4200
48,52,1,4200
48,53,1,4200
51,53,1,4200
50,53,1,4200
49,53,1,4200
46,50,1,4200
46,51,1,4200
46,52,1,4200
46,53,1,4200
43,50,1,4200
43,51,1,4200
43,52,1,4200
43,53,1,4200
44,51,1,4200
45,52,1,4200
55,50,1,4200
56,50,1,4200
57,50,1,4200
58,50,1,4200
59,50,1,4200
60,50,1,4200
57,51,1,4200
57,52,1,4200
57,53,1,4200
57,54,1,4200
57,55,1,4200
43,57,1,4200
43,58,1,4200
43,59,1,4200
43,60,1,4200
43,61,1,4200
43,62,1,4200
43,63,1,4200
44,63,1,4200
45,63,1,4200
47,60,1,4200
48,59,1,4200
49,58,1,4200
50,57,1,4200
51,58,1,4200
52,59,1,4200
53,60,1,4200
55,57,1,4200
56,57,1,4200
57,57,1,4200
58,57,1,4200
59,57,1,4200
57,58,1,4200
57,59,1,4200
57,60,1,4200
60,57,1,4200
61,57,1,4200
62,57,1,4200
60,58,1,4200
60,59,1,4200
61,59,1,4200
62,59,1,4200
60,60,1,4200
60,61,1,4200
61,61,1,4200
62,61,1,4200


